WBGeneID,Sequence.name,tissue
WBGene00010361,H03G16.5,reproductive-system
WBGene00010363,H04D03.2,reproductive-system
WBGene00010365,H04D03.4,nervous-system
WBGene00010366,H05L14.1,reproductive-system
WBGene00010371,H06O01.4,reproductive-system
WBGene00010374,rga-5,nervous-system
WBGene00010388,srz-42,nervous-system
WBGene00010389,srz-31,nervous-system
WBGene00010392,oac-38,nervous-system
WBGene00010396,H13N06.2,epithelial-system
WBGene00010397,suox-1,intestine
WBGene00010399,clec-13,intestine
WBGene00010401,H16D19.3,epithelial-system
WBGene00010406,math-33,reproductive-system
WBGene00010408,mboa-2,nervous-system
WBGene00010410,nhr-267,epithelial-system
WBGene00010413,H25K10.4,epithelial-system
WBGene00010417,clpr-3,nervous-system
WBGene00010420,mcrs-1,reproductive-system
WBGene00010422,H32K16.2,epithelial-system
WBGene00010426,H37A05.2,reproductive-system
WBGene00010432,H39E23.2,nervous-system
WBGene00010435,JC8.2,reproductive-system
WBGene00010448,K01A6.6,nervous-system
WBGene00010449,K01A11.1,nervous-system
WBGene00010459,slc-25A32,reproductive-system
WBGene00010465,miga-1,reproductive-system
WBGene00010466,K01D12.7,reproductive-system
WBGene00010478,K01G5.5,reproductive-system
WBGene00010483,K01G12.3,reproductive-system
WBGene00010484,dph-3,reproductive-system
WBGene00010486,K01H12.4,reproductive-system
WBGene00010487,K02A11.2,reproductive-system
WBGene00010492,meg-1,reproductive-system
WBGene00010494,K02B9.3,nervous-system
WBGene00010501,K02C4.2,nervous-system
WBGene00010504,K02D3.1,nervous-system
WBGene00010505,K02D3.2,epithelial-system
WBGene00010506,K02E2.1,nervous-system
WBGene00010508,K02E2.7,intestine
WBGene00010521,K03A11.4,nervous-system
WBGene00010523,K03B8.4,reproductive-system
WBGene00010530,srz-61,nervous-system
WBGene00010535,K03D7.8,nervous-system
WBGene00010537,mys-2,reproductive-system
WBGene00010540,K03H1.5,intestine
WBGene00010547,K03H1.12,reproductive-system
WBGene00010552,K04C1.2,nervous-system
WBGene00010557,mspn-1,reproductive-system
WBGene00010558,ptp-4,nervous-system
WBGene00010559,K04D7.6,nervous-system
WBGene00010566,K04G2.7,nervous-system
WBGene00010571,K04G11.3,intestine
WBGene00010573,K04H4.2,nervous-system
WBGene00010576,clec-116,reproductive-system
WBGene00010580,K05C4.3,reproductive-system
WBGene00010581,K05C4.4,reproductive-system
WBGene00010585,K05C4.9,nervous-system
WBGene00010587,sol-2,nervous-system
WBGene00010588,srz-14,epithelial-system
WBGene00010594,swt-5,epithelial-system
WBGene00010597,K06A4.7,intestine
WBGene00010600,nhr-196,nervous-system
WBGene00010601,nhr-268,nervous-system
WBGene00010604,nhr-199,nervous-system
WBGene00010605,K06G5.1,intestine
WBGene00010606,cyp-13B2,reproductive-system
WBGene00010613,K07A1.6,reproductive-system
WBGene00010616,K07A1.10,reproductive-system
WBGene00010628,ceeh-2,intestine
WBGene00010630,ttll-15,epithelial-system
WBGene00010642,mks-6,nervous-system
WBGene00010644,K07G5.5,intestine
WBGene00010646,K08C7.1,intestine
WBGene00010649,K08C7.7,nervous-system
WBGene00010651,K08C9.2,reproductive-system
WBGene00010652,K08C9.5,nervous-system
WBGene00010654,K08C9.7,intestine
WBGene00010655,K08D8.1,intestine
WBGene00010656,K08D8.2,intestine
WBGene00010662,K08E3.2,nervous-system
WBGene00010663,toca-2,reproductive-system
WBGene00010669,bath-37,nervous-system
WBGene00010674,K08E7.6,nervous-system
WBGene00010682,nsph-1.1,nervous-system
WBGene00010684,K08F9.1,intestine
WBGene00010693,K08H2.7,epithelial-system
WBGene00010698,K08H10.6,epithelial-system
WBGene00010705,cyp-14A1,nervous-system
WBGene00010706,cyp-14A2,intestine
WBGene00010708,phf-33,nervous-system
WBGene00010711,K09B11.4,nervous-system
WBGene00010712,K09B11.5,reproductive-system
WBGene00010714,mam-3,epithelial-system
WBGene00010716,lge-1,nervous-system
WBGene00010719,K09E4.1,reproductive-system
WBGene00010722,K09E4.4,nervous-system
WBGene00010734,parn-1,reproductive-system
WBGene00010737,K10C8.4,nervous-system
WBGene00010738,K10D3.4,nervous-system
WBGene00010741,lgc-49,nervous-system
WBGene00010743,K10D6.3,reproductive-system
WBGene00010745,dod-17,intestine
WBGene00010746,K10D11.2,intestine
WBGene00010748,K10D11.4,reproductive-system
WBGene00010756,K10G9.2,nervous-system
WBGene00010762,K10H10.6,nervous-system
WBGene00010764,K10H10.9,nervous-system
WBGene00010771,mter-4,reproductive-system
WBGene00010781,K11H3.4,reproductive-system
WBGene00010784,twk-48,nervous-system
WBGene00010785,top-2,reproductive-system
WBGene00010787,K12D12.5,reproductive-system
WBGene00010798,srbc-76,nervous-system
WBGene00010800,srsx-37,nervous-system
WBGene00010803,M01B2.10,nervous-system
WBGene00010804,M01E5.1,nervous-system
WBGene00010815,M01F1.9,reproductive-system
WBGene00010831,M02G9.2,intestine
WBGene00010832,M02G9.3,nervous-system
WBGene00010834,mct-3,epithelial-system
WBGene00010837,M03B6.5,coelomic-system
WBGene00010838,M03C11.1,nervous-system
WBGene00010839,chl-1,reproductive-system
WBGene00010843,M03C11.6,reproductive-system
WBGene00010847,M04B2.4,reproductive-system
WBGene00010848,M04B2.6,nervous-system
WBGene00010850,M04C3.1,intestine
WBGene00010851,M04C3.2,intestine
WBGene00010855,M04C7.4,nervous-system
WBGene00010856,M04C9.1,nervous-system
WBGene00010862,M04D8.4,nervous-system
WBGene00010863,M04D8.5,reproductive-system
WBGene00010864,xbx-3,nervous-system
WBGene00010865,M04D8.7,nervous-system
WBGene00010867,ifbp-1,intestine
WBGene00010880,M05D6.8,nervous-system
WBGene00010881,M05D6.9,reproductive-system
WBGene00010883,M7.7,reproductive-system
WBGene00010885,M7.9,reproductive-system
WBGene00010895,M28.4,reproductive-system
WBGene00010900,M28.9,reproductive-system
WBGene00010901,M28.10,intestine
WBGene00010904,ugt-62,intestine
WBGene00010910,M106.2,reproductive-system
WBGene00010916,M110.8,nervous-system
WBGene00010929,srt-45,nervous-system
WBGene00010932,M162.6,epithelial-system
WBGene00010933,M162.7,reproductive-system
WBGene00010934,fbxa-118,epithelial-system
WBGene00010936,ztf-14,nervous-system
WBGene00010937,M163.5,nervous-system
WBGene00010938,M163.6,nervous-system
WBGene00010948,M195.2,nervous-system
WBGene00010952,clec-188,nervous-system
WBGene00010961,nduo-2,nervous-system
WBGene00010966,nduo-3,nervous-system
WBGene00010967,nduo-5,nervous-system
WBGene00010968,R01E6.2,nervous-system
WBGene00010971,R01E6.7,nervous-system
WBGene00010973,rip-1,nervous-system
WBGene00010975,R01H10.7,reproductive-system
WBGene00010976,R02D5.1,nervous-system
WBGene00010977,R02D5.3,intestine
WBGene00010978,R02D5.4,nervous-system
WBGene00010979,R02D5.6,nervous-system
WBGene00010980,R02D5.7,intestine
WBGene00010982,flp-32,nervous-system
WBGene00010986,sprr-1,nervous-system
WBGene00010987,R03C1.1,nervous-system
WBGene00010989,R03D7.2,reproductive-system
WBGene00010998,R03G8.3,intestine
WBGene00011002,nhr-205,epithelial-system
WBGene00011004,R04B5.6,nervous-system
WBGene00011005,R04B5.7,reproductive-system
WBGene00011006,ugt-47,intestine
WBGene00011008,R04B5.11,reproductive-system
WBGene00011010,R04D3.2,reproductive-system
WBGene00011013,srxa-8,nervous-system
WBGene00011014,hpo-30,nervous-system
WBGene00011024,R05A10.7,nervous-system
WBGene00011027,R05D7.2,reproductive-system
WBGene00011028,R05D7.3,nervous-system
WBGene00011037,R05D11.9,reproductive-system
WBGene00011041,R05H5.7,nervous-system
WBGene00011044,R05H10.3,reproductive-system
WBGene00011046,R05H10.7,intestine
WBGene00011050,agl-1,reproductive-system
WBGene00011060,R06C1.6,nervous-system
WBGene00011066,ztf-15,reproductive-system
WBGene00011069,ceh-62,nervous-system
WBGene00011070,msrp-7,nervous-system
WBGene00011071,R06F6.8,reproductive-system
WBGene00011076,scav-5,intestine
WBGene00011077,R07B1.5,epithelial-system
WBGene00011078,R07B1.6,nervous-system
WBGene00011082,R07B1.11,nervous-system
WBGene00011083,glo-1,intestine
WBGene00011088,kmo-2,nervous-system
WBGene00011092,R07B7.8,intestine
WBGene00011102,R07E3.1,intestine
WBGene00011106,acl-5,intestine
WBGene00011120,R07E5.15,reproductive-system
WBGene00011121,R07E5.17,nervous-system
WBGene00011130,zip-6,nervous-system
WBGene00011135,fbxa-147,nervous-system
WBGene00011137,R08A2.7,nervous-system
WBGene00011141,nlp-66,nervous-system
WBGene00011149,R08H2.8,nervous-system
WBGene00011152,R09A8.1,reproductive-system
WBGene00011153,R09A8.2,reproductive-system
WBGene00011157,chil-15,nervous-system
WBGene00011159,chil-17,nervous-system
WBGene00011162,chil-19,intestine
WBGene00011163,chil-20,nervous-system
WBGene00011165,R09D1.9,intestine
WBGene00011166,chil-22,intestine
WBGene00011167,chil-23,intestine
WBGene00011168,R09D1.12,nervous-system
WBGene00011169,R09D1.13,nervous-system
WBGene00011173,acs-18,reproductive-system
WBGene00011174,acs-23,reproductive-system
WBGene00011175,R09E10.5,nervous-system
WBGene00011180,R09H10.2,intestine
WBGene00011183,R09H10.6,intestine
WBGene00011187,R10D12.6,nervous-system
WBGene00011191,R10D12.10,reproductive-system
WBGene00011197,srw-145,nervous-system
WBGene00011207,R10E8.1,intestine
WBGene00011212,R10E8.6,intestine
WBGene00011213,R10E8.8,intestine
WBGene00011215,R10E9.3,intestine
WBGene00011217,R10E11.5,nervous-system
WBGene00011219,srxa-10,nervous-system
WBGene00011223,R10H10.4,nervous-system
WBGene00011229,R11.4,nervous-system
WBGene00011231,R11A5.3,nervous-system
WBGene00011238,ugt-59,nervous-system
WBGene00011243,R11D1.2,nervous-system
WBGene00011245,R11D1.4,nervous-system
WBGene00011251,glb-22,nervous-system
WBGene00011254,R12G8.1,nervous-system
WBGene00011255,R12H7.4,nervous-system
WBGene00011262,pho-8,nervous-system
WBGene00011265,R13H4.7,nervous-system
WBGene00011266,R13H4.8,nervous-system
WBGene00011267,fbxb-85,nervous-system
WBGene00011277,R53.8,nervous-system
WBGene00011285,ttr-28,nervous-system
WBGene00011286,ttr-29,nervous-system
WBGene00011288,R102.1,nervous-system
WBGene00011289,R102.2,nervous-system
WBGene00011290,R102.3,reproductive-system
WBGene00011291,R102.4,intestine
WBGene00011295,R102.8,reproductive-system
WBGene00011296,glb-21,nervous-system
WBGene00011297,R102.10,reproductive-system
WBGene00011298,R107.2,nervous-system
WBGene00011310,T01B4.3,nervous-system
WBGene00011317,T01C1.4,nervous-system
WBGene00011323,mut-15,reproductive-system
WBGene00011328,T01D3.3,nervous-system
WBGene00011330,T01D3.6,intestine
WBGene00011331,T01E8.1,intestine
WBGene00011339,T01G5.1,epithelial-system
WBGene00011340,ugt-30,intestine
WBGene00011350,perm-1,reproductive-system
WBGene00011354,lgc-13,nervous-system
WBGene00011355,lgc-14,nervous-system
WBGene00011360,lgc-18,nervous-system
WBGene00011362,cest-1.1,intestine
WBGene00011363,ocam-1,reproductive-system
WBGene00011368,tftc-5,reproductive-system
WBGene00011371,T02D1.4,nervous-system
WBGene00011372,npr-26,nervous-system
WBGene00011373,T02D1.7,nervous-system
WBGene00011375,T02E1.2,reproductive-system
WBGene00011378,T02E1.6,nervous-system
WBGene00011381,npr-25,nervous-system
WBGene00011382,dop-5,nervous-system
WBGene00011388,T02G6.5,reproductive-system
WBGene00011389,T02G6.6,nervous-system
WBGene00011394,T03D8.7,nervous-system
WBGene00011397,T03E6.8,intestine
WBGene00011400,T03F6.4,nervous-system
WBGene00011402,T03F7.5,nervous-system
WBGene00011405,clec-155,nervous-system
WBGene00011411,sel-13,reproductive-system
WBGene00011416,T04A11.1,nervous-system
WBGene00011420,T04A11.5,nervous-system
WBGene00011426,T04C10.3,nervous-system
WBGene00011431,T04D3.1,reproductive-system
WBGene00011432,sdz-30,epithelial-system
WBGene00011433,pde-1,nervous-system
WBGene00011438,T04F3.3,intestine
WBGene00011441,T04F8.2,intestine
WBGene00011445,T04F8.7,intestine
WBGene00011446,T04F8.8,nervous-system
WBGene00011448,tag-348,reproductive-system
WBGene00011450,ttr-22,nervous-system
WBGene00011452,ugt-55,nervous-system
WBGene00011453,ugt-56,nervous-system
WBGene00011463,T05A10.6,nervous-system
WBGene00011465,T05B9.2,nervous-system
WBGene00011471,T05C12.8,nervous-system
WBGene00011483,T05E11.7,nervous-system
WBGene00011489,T05F1.2,reproductive-system
WBGene00011490,T05F1.4,reproductive-system
WBGene00011492,T05F1.7,nervous-system
WBGene00011493,T05F1.8,nervous-system
WBGene00011505,pzf-1,reproductive-system
WBGene00011510,pdha-1,reproductive-system
WBGene00011512,T05H10.8,nervous-system
WBGene00011514,fbxa-198,reproductive-system
WBGene00011516,T06C12.9,nervous-system
WBGene00011523,T06D8.2,nervous-system
WBGene00011526,cox-15,reproductive-system
WBGene00011527,cchl-1,reproductive-system
WBGene00011530,T06D8.10,epithelial-system
WBGene00011532,chaf-1,reproductive-system
WBGene00011533,T06E4.5,epithelial-system
WBGene00011537,T06E4.10,intestine
WBGene00011538,T06E6.1,reproductive-system
WBGene00011540,T06E6.10,nervous-system
WBGene00011542,fbxa-104,intestine
WBGene00011543,acl-2,intestine
WBGene00011554,T07A5.1,epithelial-system
WBGene00011556,vglu-3,epithelial-system
WBGene00011566,nhr-214,nervous-system
WBGene00011567,nhr-215,nervous-system
WBGene00011568,nhr-26,nervous-system
WBGene00011570,sre-28,intestine
WBGene00011571,ttr-46,intestine
WBGene00011573,anmt-3,nervous-system
WBGene00011575,madf-4,nervous-system
WBGene00011576,rmh-2,reproductive-system
WBGene00011578,npr-20,nervous-system
WBGene00011583,T07D10.3,epithelial-system
WBGene00011586,flp-33,nervous-system
WBGene00011590,bus-19,nervous-system
WBGene00011597,zim-1,reproductive-system
WBGene00011600,zim-2,reproductive-system
WBGene00011601,zim-3,reproductive-system
WBGene00011606,tmed-12,epithelial-system
WBGene00011607,T08D2.2,nervous-system
WBGene00011608,T08D2.3,nervous-system
WBGene00011616,T08D10.3,coelomic-system
WBGene00011624,T08G5.3,nervous-system
WBGene00011626,T08G5.7,nervous-system
WBGene00011633,T09A5.4,nervous-system
WBGene00011640,T09A5.14,nervous-system
WBGene00011646,T09B9.5,nervous-system
WBGene00011649,T09E8.4,nervous-system
WBGene00011654,oac-44,nervous-system
WBGene00011665,T09F5.1,nervous-system
WBGene00011668,clec-47,intestine
WBGene00011669,T09F5.10,epithelial-system
WBGene00011678,T10B9.9,nervous-system
WBGene00011682,snt-7,nervous-system
WBGene00011683,phat-6,nervous-system
WBGene00011689,T10C6.7,reproductive-system
WBGene00011691,T10C6.10,reproductive-system
WBGene00011692,T10G3.1,nervous-system
WBGene00011693,T10G3.2,nervous-system
WBGene00011698,cyp-34A1,nervous-system
WBGene00011699,cyp-34A2,nervous-system
WBGene00011701,srab-17,nervous-system
WBGene00011702,srab-18,nervous-system
WBGene00011712,T11F9.10,nervous-system
WBGene00011713,T11F9.12,nervous-system
WBGene00011721,T11G6.7,nervous-system
WBGene00011723,T12A7.2,nervous-system
WBGene00011725,lips-5,nervous-system
WBGene00011726,lpr-2,nervous-system
WBGene00011728,T12A7.7,nervous-system
WBGene00011746,T13F2.6,reproductive-system
WBGene00011750,nhr-218,nervous-system
WBGene00011754,T13F3.7,nervous-system
WBGene00011756,ctg-2,nervous-system
WBGene00011758,prp-9,reproductive-system
WBGene00011762,T13H10.2,epithelial-system
WBGene00011765,frpr-17,nervous-system
WBGene00011770,T14G8.2,reproductive-system
WBGene00011773,ttr-53,intestine
WBGene00011776,pigs-1,reproductive-system
WBGene00011780,T15D6.5,nervous-system
WBGene00011783,T15D6.9,intestine
WBGene00011785,T15D6.11,nervous-system
WBGene00011789,T15H9.4,intestine
WBGene00011795,T16A9.5,nervous-system
WBGene00011806,ekl-6,reproductive-system
WBGene00011807,T16G12.6,reproductive-system
WBGene00011808,T16G12.7,intestine
WBGene00011810,T16G12.9,reproductive-system
WBGene00011811,T16H12.1,reproductive-system
WBGene00011829,T19A6.4,nervous-system
WBGene00011838,T19C4.1,epithelial-system
WBGene00011839,T19C4.5,nervous-system
WBGene00011841,scl-25,nervous-system
WBGene00011848,chil-27,nervous-system
WBGene00011849,T19H5.4,nervous-system
WBGene00011852,clec-26,intestine
WBGene00011853,clec-40,intestine
WBGene00011854,T20B3.14,nervous-system
WBGene00011855,clec-183,nervous-system
WBGene00011869,dod-6,intestine
WBGene00011870,T20G5.8,intestine
WBGene00011874,T20G5.13,intestine
WBGene00011876,srz-6,nervous-system
WBGene00011877,T21B4.3,nervous-system
WBGene00011878,ador-1,nervous-system
WBGene00011895,T21C9.9,epithelial-system
WBGene00011899,nlp-68,nervous-system
WBGene00011903,T21E8.5,nervous-system
WBGene00011906,hsp-12.1,nervous-system
WBGene00011911,T22B3.3,nervous-system
WBGene00011914,pigu-1,reproductive-system
WBGene00011916,T22C1.5,reproductive-system
WBGene00011922,T22C8.1,nervous-system
WBGene00011925,T22C8.4,reproductive-system
WBGene00011931,srsx-19,nervous-system
WBGene00011945,alg-5,reproductive-system
WBGene00011947,T23F1.3,nervous-system
WBGene00011955,cdka-1,nervous-system
WBGene00011958,T23G4.2,nervous-system
WBGene00011961,T23G4.5,coelomic-system
WBGene00011963,T23G5.3,nervous-system
WBGene00011968,T23G11.1,nervous-system
WBGene00011977,T24B8.3,nervous-system
WBGene00011983,fbxa-81,nervous-system
WBGene00011985,T24D1.2,reproductive-system
WBGene00011988,har-2,reproductive-system
WBGene00011989,T24D5.1,nervous-system
WBGene00011990,T24D5.2,nervous-system
WBGene00011991,T24D5.3,reproductive-system
WBGene00011994,samp-1,reproductive-system
WBGene00011997,nlp-51,nervous-system
WBGene00012003,T24H10.5,reproductive-system
WBGene00012009,T25B9.3,nervous-system
WBGene00012011,T25B9.5,nervous-system
WBGene00012012,T25B9.6,reproductive-system
WBGene00012013,ugt-54,intestine
WBGene00012015,T25B9.9,nervous-system
WBGene00012016,inpp-1,nervous-system
WBGene00012026,srz-100,intestine
WBGene00012027,fbxa-127,intestine
WBGene00012030,T25G3.3,reproductive-system
WBGene00012031,gpdh-3,reproductive-system
WBGene00012035,T26C5.5,nervous-system
WBGene00012036,clec-103,nervous-system
WBGene00012038,T26E3.5,nervous-system
WBGene00012042,T26E3.10,nervous-system
WBGene00012054,srsx-38,nervous-system
WBGene00012059,T26G10.1,reproductive-system
WBGene00012062,T26G10.5,nervous-system
WBGene00012064,fbxb-115,nervous-system
WBGene00012077,T27A8.5,nervous-system
WBGene00012080,clec-244,nervous-system
WBGene00012084,npr-15,nervous-system
WBGene00012087,T27E7.1,reproductive-system
WBGene00012091,pals-29,nervous-system
WBGene00012100,sipa-1,nervous-system
WBGene00012103,clec-12,nervous-system
WBGene00012112,T28A8.6,reproductive-system
WBGene00012115,T28B8.4,nervous-system
WBGene00012116,del-4,nervous-system
WBGene00012118,grsp-2,intestine
WBGene00012119,T28C6.3,nervous-system
WBGene00012120,T28C6.5,nervous-system
WBGene00012125,T28D6.5,nervous-system
WBGene00012131,T28F3.5,nervous-system
WBGene00012132,ifta-2,nervous-system
WBGene00012133,T28F3.7,nervous-system
WBGene00012134,T28F3.8,nervous-system
WBGene00012137,asic-2,nervous-system
WBGene00012145,nlp-46,nervous-system
WBGene00012147,VC27A7L.1,nervous-system
WBGene00012152,cnc-10,nervous-system
WBGene00012155,VW02B12L.2,nervous-system
WBGene00012159,VY10G11R.1,nervous-system
WBGene00012162,sek-6,intestine
WBGene00012165,cutl-6,nervous-system
WBGene00012173,W01B6.6,reproductive-system
WBGene00012175,W01C9.1,reproductive-system
WBGene00012177,decr-1.2,reproductive-system
WBGene00012178,glb-27,nervous-system
